nSeq,A1,Activity
8,572.0,rdl_pop
9,560.0,rdl_pop
10,558.0,rdl_pop
11,535.0,rdl_pop
12,541.0,rdl_pop
13,538.0,rdl_pop
14,541.0,rdl_pop
15,504.0,rdl_pop
0,503.0,rdl_pop
1,508.0,rdl_pop
2,480.0,rdl_pop
3,453.0,rdl_pop
4,418.0,rdl_pop
5,491.0,rdl_pop
6,552.0,rdl_pop
7,581.0,rdl_pop
8,593.0,rdl_pop
9,575.0,rdl_pop
10,550.0,rdl_pop
11,536.0,rdl_pop
12,526.0,rdl_pop
13,519.0,rdl_pop
14,512.0,rdl_pop
15,505.0,rdl_pop
0,502.0,rdl_pop
1,500.0,rdl_pop
2,503.0,rdl_pop
3,507.0,rdl_pop
4,502.0,rdl_pop
5,483.0,rdl_pop
6,516.0,rdl_pop
7,528.0,rdl_pop
8,519.0,rdl_pop
9,480.0,rdl_pop
10,472.0,rdl_pop
11,496.0,rdl_pop
12,520.0,rdl_pop
13,524.0,rdl_pop
14,512.0,rdl_pop
15,493.0,rdl_pop
0,495.0,rdl_pop
1,520.0,rdl_pop
2,528.0,rdl_pop
3,547.0,rdl_pop
4,523.0,rdl_pop
5,491.0,rdl_pop
6,525.0,rdl_pop
7,556.0,rdl_pop
8,547.0,rdl_pop
9,517.0,rdl_pop
10,498.0,rdl_pop
11,500.0,rdl_pop
12,506.0,rdl_pop
13,496.0,rdl_pop
14,480.0,rdl_pop
15,483.0,rdl_pop
0,505.0,rdl_pop
1,527.0,rdl_pop
2,573.0,rdl_pop
3,572.0,rdl_pop
4,541.0,rdl_pop
5,526.0,rdl_pop
6,507.0,rdl_pop
7,463.0,rdl_pop
8,480.0,rdl_pop
9,508.0,rdl_pop
10,497.0,rdl_pop
11,489.0,rdl_pop
12,500.0,rdl_pop
13,487.0,rdl_pop
14,500.0,rdl_pop
15,535.0,rdl_pop
0,521.0,rdl_pop
1,502.0,rdl_pop
2,508.0,rdl_pop
3,523.0,rdl_pop
4,516.0,rdl_pop
5,477.0,rdl_pop
6,523.0,rdl_pop
7,602.0,rdl_pop
8,594.0,rdl_pop
9,530.0,rdl_pop
10,474.0,rdl_pop
11,435.0,rdl_pop
12,434.0,rdl_pop
13,489.0,rdl_pop
14,531.0,rdl_pop
15,508.0,rdl_pop
0,494.0,rdl_pop
1,474.0,rdl_pop
2,480.0,rdl_pop
3,491.0,rdl_pop
4,560.0,rdl_pop
5,620.0,rdl_pop
6,622.0,rdl_pop
7,596.0,rdl_pop
8,550.0,rdl_pop
9,532.0,rdl_pop
10,511.0,rdl_pop
11,491.0,rdl_pop
12,474.0,rdl_pop
13,472.0,rdl_pop
14,482.0,rdl_pop
15,487.0,rdl_pop
0,486.0,rdl_pop
1,502.0,rdl_pop
2,529.0,rdl_pop
3,515.0,rdl_pop
4,526.0,rdl_pop
5,537.0,rdl_pop
6,519.0,rdl_pop
7,506.0,rdl_pop
8,525.0,rdl_pop
9,519.0,rdl_pop
10,526.0,rdl_pop
11,543.0,rdl_pop
12,534.0,rdl_pop
13,519.0,rdl_pop
14,519.0,rdl_pop
15,514.0,rdl_pop
0,520.0,rdl_pop
1,450.0,rdl_pop
2,428.0,rdl_pop
3,472.0,rdl_pop
4,493.0,rdl_pop
5,516.0,rdl_pop
6,529.0,rdl_pop
7,539.0,rdl_pop
8,543.0,rdl_pop
9,543.0,rdl_pop
10,518.0,rdl_pop
11,493.0,rdl_pop
12,523.0,rdl_pop
13,545.0,rdl_pop
14,559.0,rdl_pop
15,524.0,rdl_pop
0,501.0,rdl_pop
1,504.0,rdl_pop
2,503.0,rdl_pop
3,498.0,rdl_pop
4,555.0,rdl_pop
5,593.0,rdl_pop
6,571.0,rdl_pop
7,527.0,rdl_pop
8,508.0,rdl_pop
9,530.0,rdl_pop
10,568.0,rdl_pop
11,562.0,rdl_pop
12,524.0,rdl_pop
13,474.0,rdl_pop
14,481.0,rdl_pop
15,539.0,rdl_pop
0,578.0,rdl_pop
1,553.0,rdl_pop
2,542.0,rdl_pop
3,499.0,rdl_pop
4,519.0,rdl_pop
5,525.0,rdl_pop
6,489.0,rdl_pop
7,482.0,rdl_pop
8,495.0,rdl_pop
9,504.0,rdl_pop
10,511.0,rdl_pop
11,513.0,rdl_pop
12,513.0,rdl_pop
13,521.0,rdl_pop
14,539.0,rdl_pop
15,582.0,rdl_pop
0,591.0,rdl_pop
1,548.0,rdl_pop
2,517.0,rdl_pop
3,504.0,rdl_pop
4,435.0,rdl_pop
5,441.0,rdl_pop
6,472.0,rdl_pop
7,542.0,rdl_pop
8,589.0,rdl_pop
9,603.0,rdl_pop
10,576.0,rdl_pop
11,549.0,rdl_pop
12,518.0,rdl_pop
13,490.0,rdl_pop
14,499.0,rdl_pop
15,480.0,rdl_pop
0,462.0,rdl_pop
1,450.0,rdl_pop
2,430.0,rdl_pop
3,427.0,rdl_pop
4,450.0,rdl_pop
5,498.0,rdl_pop
6,516.0,rdl_pop
7,510.0,rdl_pop
8,540.0,rdl_pop
9,606.0,rdl_pop
10,627.0,rdl_pop
11,593.0,rdl_pop
12,567.0,rdl_pop
13,565.0,rdl_pop
14,566.0,rdl_pop
15,565.0,rdl_pop
0,535.0,rdl_pop
1,558.0,rdl_pop
2,509.0,rdl_pop
3,443.0,rdl_pop
4,423.0,rdl_pop
5,407.0,rdl_pop
6,446.0,rdl_pop
7,497.0,rdl_pop
8,505.0,rdl_pop
9,517.0,rdl_pop
10,509.0,rdl_pop
11,498.0,rdl_pop
12,463.0,rdl_pop
13,436.0,rdl_pop
14,461.0,rdl_pop
15,570.0,rdl_pop
0,621.0,rdl_pop
1,596.0,rdl_pop
2,541.0,rdl_pop
3,541.0,rdl_pop
4,558.0,rdl_pop
5,572.0,rdl_pop
6,524.0,rdl_pop
7,486.0,rdl_pop
8,467.0,rdl_pop
9,403.0,rdl_pop
10,414.0,rdl_pop
11,430.0,rdl_pop
12,478.0,rdl_pop
13,540.0,rdl_pop
14,602.0,rdl_pop
15,617.0,rdl_pop
0,435.0,rdl_pop
1,347.0,rdl_pop
2,441.0,rdl_pop
3,524.0,rdl_pop
4,547.0,rdl_pop
5,583.0,rdl_pop
6,609.0,rdl_pop
7,605.0,rdl_pop
8,574.0,rdl_pop
9,567.0,rdl_pop
10,556.0,rdl_pop
11,561.0,rdl_pop
12,535.0,rdl_pop
13,509.0,rdl_pop
14,502.0,rdl_pop
15,499.0,rdl_pop
0,483.0,rdl_pop
1,497.0,rdl_pop
2,456.0,rdl_pop
3,435.0,rdl_pop
4,401.0,rdl_pop
5,478.0,rdl_pop
6,557.0,rdl_pop
7,505.0,rdl_pop
8,468.0,rdl_pop
9,525.0,rdl_pop
10,561.0,rdl_pop
11,533.0,rdl_pop
12,463.0,rdl_pop
13,491.0,rdl_pop
14,501.0,rdl_pop
15,480.0,rdl_pop
0,449.0,rdl_pop
1,434.0,rdl_pop
2,447.0,rdl_pop
3,456.0,rdl_pop
4,453.0,rdl_pop
5,444.0,rdl_pop
6,456.0,rdl_pop
7,486.0,rdl_pop
8,570.0,rdl_pop
9,628.0,rdl_pop
10,615.0,rdl_pop
11,595.0,rdl_pop
12,594.0,rdl_pop
13,561.0,rdl_pop
14,524.0,rdl_pop
15,497.0,rdl_pop
0,514.0,rdl_pop
1,577.0,rdl_pop
2,603.0,rdl_pop
3,537.0,rdl_pop
4,494.0,rdl_pop
5,479.0,rdl_pop
6,467.0,rdl_pop
7,488.0,rdl_pop
8,494.0,rdl_pop
9,506.0,rdl_pop
10,497.0,rdl_pop
11,472.0,rdl_pop
12,457.0,rdl_pop
13,463.0,rdl_pop
14,468.0,rdl_pop
15,478.0,rdl_pop
0,483.0,rdl_pop
1,500.0,rdl_pop
2,538.0,rdl_pop
3,576.0,rdl_pop
4,547.0,rdl_pop
5,504.0,rdl_pop
6,484.0,rdl_pop
7,519.0,rdl_pop
8,523.0,rdl_pop
9,399.0,rdl_pop
10,347.0,rdl_pop
11,445.0,rdl_pop
12,527.0,rdl_pop
13,519.0,rdl_pop
14,560.0,rdl_pop
15,631.0,rdl_pop
0,674.0,rdl_pop
1,696.0,rdl_pop
2,675.0,rdl_pop
3,624.0,rdl_pop
4,546.0,rdl_pop
5,512.0,rdl_pop
6,436.0,rdl_pop
7,440.0,rdl_pop
8,450.0,rdl_pop
9,484.0,rdl_pop
10,503.0,rdl_pop
11,495.0,rdl_pop
12,479.0,rdl_pop
13,470.0,rdl_pop
14,474.0,rdl_pop
15,486.0,rdl_pop
0,496.0,rdl_pop
1,503.0,rdl_pop
2,510.0,rdl_pop
3,515.0,rdl_pop
4,517.0,rdl_pop
5,519.0,rdl_pop
6,528.0,rdl_pop
7,535.0,rdl_pop
8,536.0,rdl_pop
9,531.0,rdl_pop
10,525.0,rdl_pop
11,518.0,rdl_pop
12,511.0,rdl_pop
13,505.0,rdl_pop
14,505.0,rdl_pop
15,500.0,rdl_pop
0,481.0,rdl_pop
1,487.0,rdl_pop
2,496.0,rdl_pop
3,499.0,rdl_pop
4,520.0,rdl_pop
5,532.0,rdl_pop
6,516.0,rdl_pop
7,486.0,rdl_pop
8,500.0,rdl_pop
9,555.0,rdl_pop
10,557.0,rdl_pop
11,547.0,rdl_pop
12,508.0,rdl_pop
13,483.0,rdl_pop
14,499.0,rdl_pop
15,521.0,rdl_pop
0,533.0,rdl_pop
1,516.0,rdl_pop
2,514.0,rdl_pop
3,557.0,rdl_pop
4,590.0,rdl_pop
5,529.0,rdl_pop
6,458.0,rdl_pop
7,436.0,rdl_pop
8,491.0,rdl_pop
9,541.0,rdl_pop
10,551.0,rdl_pop
11,526.0,rdl_pop
12,513.0,rdl_pop
13,510.0,rdl_pop
14,551.0,rdl_pop
15,590.0,rdl_pop
0,533.0,rdl_pop
1,452.0,rdl_pop
2,439.0,rdl_pop
3,451.0,rdl_pop
4,477.0,rdl_pop
5,477.0,rdl_pop
6,505.0,rdl_pop
7,523.0,rdl_pop
8,557.0,rdl_pop
9,574.0,rdl_pop
10,573.0,rdl_pop
11,596.0,rdl_pop
12,583.0,rdl_pop
13,531.0,rdl_pop
14,494.0,rdl_pop
15,473.0,rdl_pop
0,471.0,rdl_pop
1,488.0,rdl_pop
2,512.0,rdl_pop
3,533.0,rdl_pop
4,539.0,rdl_pop
5,523.0,rdl_pop
6,500.0,rdl_pop
7,496.0,rdl_pop
8,499.0,rdl_pop
9,487.0,rdl_pop
10,475.0,rdl_pop
11,471.0,rdl_pop
12,478.0,rdl_pop
13,488.0,rdl_pop
14,510.0,rdl_pop
15,526.0,rdl_pop
0,529.0,rdl_pop
1,512.0,rdl_pop
2,515.0,rdl_pop
3,532.0,rdl_pop
4,536.0,rdl_pop
5,529.0,rdl_pop
6,511.0,rdl_pop
7,504.0,rdl_pop
8,516.0,rdl_pop
9,519.0,rdl_pop
10,509.0,rdl_pop
11,501.0,rdl_pop
12,487.0,rdl_pop
13,487.0,rdl_pop
14,513.0,rdl_pop
15,549.0,rdl_pop
0,560.0,rdl_pop
1,541.0,rdl_pop
2,489.0,rdl_pop
3,457.0,rdl_pop
4,472.0,rdl_pop
5,497.0,rdl_pop
6,498.0,rdl_pop
7,492.0,rdl_pop
8,513.0,rdl_pop
9,527.0,rdl_pop
10,546.0,rdl_pop
11,543.0,rdl_pop
12,536.0,rdl_pop
13,574.0,rdl_pop
14,577.0,rdl_pop
15,514.0,rdl_pop
0,491.0,rdl_pop
1,499.0,rdl_pop
2,517.0,rdl_pop
3,519.0,rdl_pop
4,481.0,rdl_pop
5,523.0,rdl_pop
6,568.0,rdl_pop
7,546.0,rdl_pop
8,498.0,rdl_pop
9,496.0,rdl_pop
10,497.0,rdl_pop
11,457.0,rdl_pop
12,461.0,rdl_pop
13,475.0,rdl_pop
14,517.0,rdl_pop
15,559.0,rdl_pop
0,572.0,rdl_pop
1,564.0,rdl_pop
2,557.0,rdl_pop
3,538.0,rdl_pop
4,505.0,rdl_pop
5,482.0,rdl_pop
6,507.0,rdl_pop
7,516.0,rdl_pop
8,504.0,rdl_pop
9,483.0,rdl_pop
10,471.0,rdl_pop
11,486.0,rdl_pop
12,496.0,rdl_pop
13,502.0,rdl_pop
14,489.0,rdl_pop
15,456.0,rdl_pop
0,463.0,rdl_pop
1,513.0,rdl_pop
2,546.0,rdl_pop
3,536.0,rdl_pop
4,518.0,rdl_pop
5,505.0,rdl_pop
6,518.0,rdl_pop
7,549.0,rdl_pop
8,560.0,rdl_pop
9,547.0,rdl_pop
10,530.0,rdl_pop
11,510.0,rdl_pop
12,497.0,rdl_pop
13,497.0,rdl_pop
14,494.0,rdl_pop
15,496.0,rdl_pop
0,515.0,rdl_pop
1,524.0,rdl_pop
2,516.0,rdl_pop
3,531.0,rdl_pop
4,534.0,rdl_pop
5,536.0,rdl_pop
6,540.0,rdl_pop
7,537.0,rdl_pop
8,532.0,rdl_pop
9,529.0,rdl_pop
10,527.0,rdl_pop
11,515.0,rdl_pop
12,501.0,rdl_pop
13,501.0,rdl_pop
14,502.0,rdl_pop
15,498.0,rdl_pop
0,492.0,rdl_pop
1,481.0,rdl_pop
2,483.0,rdl_pop
3,477.0,rdl_pop
4,502.0,rdl_pop
5,545.0,rdl_pop
6,535.0,rdl_pop
7,491.0,rdl_pop
8,487.0,rdl_pop
9,515.0,rdl_pop
10,540.0,rdl_pop
11,548.0,rdl_pop
12,555.0,rdl_pop
13,543.0,rdl_pop
14,523.0,rdl_pop
15,497.0,rdl_pop
0,495.0,rdl_pop
1,500.0,rdl_pop
2,480.0,rdl_pop
3,464.0,rdl_pop
4,487.0,rdl_pop
5,522.0,rdl_pop
6,546.0,rdl_pop
7,531.0,rdl_pop
8,519.0,rdl_pop
9,518.0,rdl_pop
10,506.0,rdl_pop
11,506.0,rdl_pop
12,508.0,rdl_pop
13,529.0,rdl_pop
14,556.0,rdl_pop
15,547.0,rdl_pop
0,528.0,rdl_pop
1,515.0,rdl_pop
2,506.0,rdl_pop
3,506.0,rdl_pop
4,504.0,rdl_pop
5,500.0,rdl_pop
6,510.0,rdl_pop
7,519.0,rdl_pop
8,517.0,rdl_pop
9,507.0,rdl_pop
10,512.0,rdl_pop
11,508.0,rdl_pop
12,498.0,rdl_pop
13,512.0,rdl_pop
14,523.0,rdl_pop
15,507.0,rdl_pop
0,508.0,rdl_pop
1,514.0,rdl_pop
2,542.0,rdl_pop
3,522.0,rdl_pop
4,546.0,rdl_pop
5,528.0,rdl_pop
6,512.0,rdl_pop
7,505.0,rdl_pop
8,503.0,rdl_pop
9,508.0,rdl_pop
10,501.0,rdl_pop
11,509.0,rdl_pop
12,519.0,rdl_pop
13,516.0,rdl_pop
14,511.0,rdl_pop
15,499.0,rdl_pop
0,496.0,rdl_pop
1,505.0,rdl_pop
2,508.0,rdl_pop
3,512.0,rdl_pop
4,518.0,rdl_pop
5,516.0,rdl_pop
6,507.0,rdl_pop
7,508.0,rdl_pop
8,512.0,rdl_pop
9,516.0,rdl_pop
10,510.0,rdl_pop
11,504.0,rdl_pop
12,498.0,rdl_pop
13,502.0,rdl_pop
14,513.0,rdl_pop
15,524.0,rdl_pop
0,525.0,rdl_pop
1,527.0,rdl_pop
2,521.0,rdl_pop
3,522.0,rdl_pop
4,537.0,rdl_pop
5,546.0,rdl_pop
6,541.0,rdl_pop
7,526.0,rdl_pop
8,517.0,rdl_pop
9,518.0,rdl_pop
10,531.0,rdl_pop
11,535.0,rdl_pop
12,521.0,rdl_pop
13,518.0,rdl_pop
14,485.0,rdl_pop
15,459.0,rdl_pop
0,466.0,rdl_pop
1,485.0,rdl_pop
2,508.0,rdl_pop
3,515.0,rdl_pop
4,511.0,rdl_pop
5,519.0,rdl_pop
6,532.0,rdl_pop
7,532.0,rdl_pop
8,538.0,rdl_pop
9,560.0,rdl_pop
10,550.0,rdl_pop
11,518.0,rdl_pop
12,495.0,rdl_pop
13,516.0,rdl_pop
14,510.0,rdl_pop
15,507.0,rdl_pop
0,518.0,rdl_pop
1,493.0,rdl_pop
2,466.0,rdl_pop
3,472.0,rdl_pop
4,491.0,rdl_pop
5,500.0,rdl_pop
6,501.0,rdl_pop
7,494.0,rdl_pop
8,476.0,rdl_pop
9,479.0,rdl_pop
10,499.0,rdl_pop
11,512.0,rdl_pop
12,524.0,rdl_pop
13,538.0,rdl_pop
14,549.0,rdl_pop
15,552.0,rdl_pop
0,551.0,rdl_pop
1,572.0,rdl_pop
2,567.0,rdl_pop
3,558.0,rdl_pop
4,548.0,rdl_pop
5,530.0,rdl_pop
6,513.0,rdl_pop
7,518.0,rdl_pop
8,521.0,rdl_pop
9,515.0,rdl_pop
10,510.0,rdl_pop
11,499.0,rdl_pop
12,476.0,rdl_pop
13,459.0,rdl_pop
14,466.0,rdl_pop
15,466.0,rdl_pop
0,478.0,rdl_pop
1,495.0,rdl_pop
2,519.0,rdl_pop
3,534.0,rdl_pop
4,518.0,rdl_pop
5,512.0,rdl_pop
6,509.0,rdl_pop
7,502.0,rdl_pop
8,510.0,rdl_pop
9,523.0,rdl_pop
10,525.0,rdl_pop
11,508.0,rdl_pop
12,495.0,rdl_pop
13,481.0,rdl_pop
14,483.0,rdl_pop
15,496.0,rdl_pop
0,501.0,rdl_pop
1,506.0,rdl_pop
2,507.0,rdl_pop
3,509.0,rdl_pop
4,509.0,rdl_pop
5,485.0,rdl_pop
6,381.0,rdl_pop
7,329.0,rdl_pop
8,332.0,rdl_pop
9,358.0,rdl_pop
10,391.0,rdl_pop
11,419.0,rdl_pop
12,432.0,rdl_pop
13,456.0,rdl_pop
14,454.0,rdl_pop
15,414.0,rdl_pop
0,448.0,rdl_pop
1,508.0,rdl_pop
2,533.0,rdl_pop
3,540.0,rdl_pop
4,531.0,rdl_pop
5,497.0,rdl_pop
6,497.0,rdl_pop
7,544.0,rdl_pop
8,577.0,rdl_pop
9,579.0,rdl_pop
10,584.0,rdl_pop
11,603.0,rdl_pop
12,608.0,rdl_pop
13,595.0,rdl_pop
14,584.0,rdl_pop
15,576.0,rdl_pop
0,567.0,rdl_pop
1,559.0,rdl_pop
2,557.0,rdl_pop
3,562.0,rdl_pop
4,564.0,rdl_pop
5,546.0,rdl_pop
6,536.0,rdl_pop
7,518.0,rdl_pop
8,504.0,rdl_pop
9,514.0,rdl_pop
10,534.0,rdl_pop
11,542.0,rdl_pop
12,546.0,rdl_pop
13,536.0,rdl_pop
14,527.0,rdl_pop
15,521.0,rdl_pop
0,519.0,rdl_pop
1,530.0,rdl_pop
2,536.0,rdl_pop
3,547.0,rdl_pop
4,561.0,rdl_pop
5,551.0,rdl_pop
6,543.0,rdl_pop
7,542.0,rdl_pop
8,534.0,rdl_pop
9,530.0,rdl_pop
10,512.0,rdl_pop
11,507.0,rdl_pop
12,529.0,rdl_pop
13,545.0,rdl_pop
14,542.0,rdl_pop
15,543.0,rdl_pop
0,540.0,rdl_pop
1,530.0,rdl_pop
2,518.0,rdl_pop
3,503.0,rdl_pop
4,511.0,rdl_pop
5,522.0,rdl_pop
6,515.0,rdl_pop
7,503.0,rdl_pop
8,508.0,rdl_pop
9,518.0,rdl_pop
10,519.0,rdl_pop
11,518.0,rdl_pop
12,523.0,rdl_pop
13,525.0,rdl_pop
14,534.0,rdl_pop
15,525.0,rdl_pop
0,530.0,rdl_pop
1,545.0,rdl_pop
2,529.0,rdl_pop
3,506.0,rdl_pop
4,510.0,rdl_pop
5,521.0,rdl_pop
6,508.0,rdl_pop
7,496.0,rdl_pop
8,521.0,rdl_pop
9,551.0,rdl_pop
10,555.0,rdl_pop
11,511.0,rdl_pop
12,479.0,rdl_pop
13,468.0,rdl_pop
14,480.0,rdl_pop
15,499.0,rdl_pop
0,501.0,rdl_pop
1,472.0,rdl_pop
2,441.0,rdl_pop
3,457.0,rdl_pop
4,500.0,rdl_pop
5,529.0,rdl_pop
6,552.0,rdl_pop
7,574.0,rdl_pop
8,566.0,rdl_pop
9,559.0,rdl_pop
10,556.0,rdl_pop
11,547.0,rdl_pop
12,532.0,rdl_pop
13,517.0,rdl_pop
14,512.0,rdl_pop
15,508.0,rdl_pop
0,520.0,rdl_pop
1,534.0,rdl_pop
2,525.0,rdl_pop
3,505.0,rdl_pop
4,505.0,rdl_pop
5,509.0,rdl_pop
6,499.0,rdl_pop
7,487.0,rdl_pop
8,473.0,rdl_pop
9,467.0,rdl_pop
10,487.0,rdl_pop
11,507.0,rdl_pop
12,518.0,rdl_pop
13,524.0,rdl_pop
14,515.0,rdl_pop
15,499.0,rdl_pop
0,501.0,rdl_pop
1,505.0,rdl_pop
2,519.0,rdl_pop
3,533.0,rdl_pop
4,547.0,rdl_pop
5,544.0,rdl_pop
6,535.0,rdl_pop
7,532.0,rdl_pop
8,543.0,rdl_pop
9,545.0,rdl_pop
10,547.0,rdl_pop
11,526.0,rdl_pop
12,517.0,rdl_pop
13,515.0,rdl_pop
14,515.0,rdl_pop
15,511.0,rdl_pop
0,504.0,rdl_pop
1,509.0,rdl_pop
2,502.0,rdl_pop
3,475.0,rdl_pop
4,461.0,rdl_pop
5,487.0,rdl_pop
6,507.0,rdl_pop
7,499.0,rdl_pop
8,521.0,rdl_pop
9,551.0,rdl_pop
10,551.0,rdl_pop
11,534.0,rdl_pop
12,514.0,rdl_pop
13,490.0,rdl_pop
14,496.0,rdl_pop
15,514.0,rdl_pop
0,542.0,rdl_pop
1,540.0,rdl_pop
2,541.0,rdl_pop
3,532.0,rdl_pop
4,485.0,rdl_pop
5,434.0,rdl_pop
6,416.0,rdl_pop
7,449.0,rdl_pop
8,487.0,rdl_pop
9,524.0,rdl_pop
10,534.0,rdl_pop
11,531.0,rdl_pop
12,527.0,rdl_pop
13,536.0,rdl_pop
14,543.0,rdl_pop
15,546.0,rdl_pop
0,555.0,rdl_pop
1,559.0,rdl_pop
2,543.0,rdl_pop
3,519.0,rdl_pop
4,504.0,rdl_pop
5,507.0,rdl_pop
6,526.0,rdl_pop
7,500.0,rdl_pop
8,488.0,rdl_pop
9,494.0,rdl_pop
10,496.0,rdl_pop
11,496.0,rdl_pop
12,507.0,rdl_pop
13,512.0,rdl_pop
14,508.0,rdl_pop
15,515.0,rdl_pop
0,529.0,rdl_pop
1,544.0,rdl_pop
2,545.0,rdl_pop
3,545.0,rdl_pop
4,543.0,rdl_pop
5,503.0,rdl_pop
6,469.0,rdl_pop
7,499.0,rdl_pop
8,512.0,rdl_pop
9,507.0,rdl_pop
10,486.0,rdl_pop
11,496.0,rdl_pop
12,505.0,rdl_pop
13,510.0,rdl_pop
14,507.0,rdl_pop
15,503.0,rdl_pop
0,492.0,rdl_pop
1,493.0,rdl_pop
2,497.0,rdl_pop
3,535.0,rdl_pop
4,574.0,rdl_pop
5,569.0,rdl_pop
6,555.0,rdl_pop
7,542.0,rdl_pop
8,529.0,rdl_pop
9,509.0,rdl_pop
10,498.0,rdl_pop
11,492.0,rdl_pop
12,487.0,rdl_pop
13,488.0,rdl_pop
14,506.0,rdl_pop
15,523.0,rdl_pop
0,517.0,rdl_pop
1,527.0,rdl_pop
2,533.0,rdl_pop
3,527.0,rdl_pop
4,543.0,rdl_pop
5,556.0,rdl_pop
6,559.0,rdl_pop
7,534.0,rdl_pop
8,505.0,rdl_pop
9,477.0,rdl_pop
10,466.0,rdl_pop
11,469.0,rdl_pop
12,476.0,rdl_pop
13,475.0,rdl_pop
14,487.0,rdl_pop
15,487.0,rdl_pop
0,477.0,rdl_pop
1,481.0,rdl_pop
2,514.0,rdl_pop
3,555.0,rdl_pop
4,591.0,rdl_pop
5,599.0,rdl_pop
6,569.0,rdl_pop
7,528.0,rdl_pop
8,518.0,rdl_pop
9,510.0,rdl_pop
10,504.0,rdl_pop
11,496.0,rdl_pop
12,501.0,rdl_pop
13,498.0,rdl_pop
14,502.0,rdl_pop
15,508.0,rdl_pop
0,518.0,rdl_pop
1,524.0,rdl_pop
2,534.0,rdl_pop
3,533.0,rdl_pop
4,514.0,rdl_pop
5,500.0,rdl_pop
6,479.0,rdl_pop
7,480.0,rdl_pop
8,464.0,rdl_pop
9,452.0,rdl_pop
10,481.0,rdl_pop
11,505.0,rdl_pop
12,511.0,rdl_pop
13,526.0,rdl_pop
14,540.0,rdl_pop
15,557.0,rdl_pop
0,568.0,rdl_pop
1,564.0,rdl_pop
2,544.0,rdl_pop
3,531.0,rdl_pop
4,529.0,rdl_pop
5,536.0,rdl_pop
6,534.0,rdl_pop
7,518.0,rdl_pop
8,514.0,rdl_pop
9,527.0,rdl_pop
10,533.0,rdl_pop
11,517.0,rdl_pop
12,490.0,rdl_pop
13,483.0,rdl_pop
14,494.0,rdl_pop
15,509.0,rdl_pop
0,534.0,rdl_pop
1,533.0,rdl_pop
2,531.0,rdl_pop
3,519.0,rdl_pop
4,508.0,rdl_pop
5,496.0,rdl_pop
6,488.0,rdl_pop
7,479.0,rdl_pop
8,451.0,rdl_pop
9,462.0,rdl_pop
10,494.0,rdl_pop
11,515.0,rdl_pop
12,502.0,rdl_pop
13,487.0,rdl_pop
14,495.0,rdl_pop
15,496.0,rdl_pop
0,494.0,rdl_pop
1,482.0,rdl_pop
2,485.0,rdl_pop
3,518.0,rdl_pop
4,537.0,rdl_pop
5,568.0,rdl_pop
6,593.0,rdl_pop
7,585.0,rdl_pop
8,554.0,rdl_pop
9,520.0,rdl_pop
10,512.0,rdl_pop
11,521.0,rdl_pop
12,528.0,rdl_pop
13,526.0,rdl_pop
14,529.0,rdl_pop
15,515.0,rdl_pop
0,505.0,rdl_pop
1,519.0,rdl_pop
2,530.0,rdl_pop
3,535.0,rdl_pop
4,531.0,rdl_pop
5,511.0,rdl_pop
6,499.0,rdl_pop
7,488.0,rdl_pop
8,473.0,rdl_pop
9,468.0,rdl_pop
10,483.0,rdl_pop
11,511.0,rdl_pop
12,515.0,rdl_pop
13,510.0,rdl_pop
14,513.0,rdl_pop
15,524.0,rdl_pop
0,547.0,rdl_pop
1,548.0,rdl_pop
2,532.0,rdl_pop
3,517.0,rdl_pop
4,479.0,rdl_pop
5,464.0,rdl_pop
6,511.0,rdl_pop
7,539.0,rdl_pop
8,518.0,rdl_pop
9,528.0,rdl_pop
10,543.0,rdl_pop
11,546.0,rdl_pop
12,535.0,rdl_pop
13,522.0,rdl_pop
14,522.0,rdl_pop
15,516.0,rdl_pop
0,507.0,rdl_pop
1,493.0,rdl_pop
2,466.0,rdl_pop
3,474.0,rdl_pop
4,467.0,rdl_pop
5,459.0,rdl_pop
6,503.0,rdl_pop
7,529.0,rdl_pop
8,528.0,rdl_pop
9,525.0,rdl_pop
10,521.0,rdl_pop
11,501.0,rdl_pop
12,507.0,rdl_pop
13,535.0,rdl_pop
14,553.0,rdl_pop
15,555.0,rdl_pop
0,547.0,rdl_pop
1,536.0,rdl_pop
2,531.0,rdl_pop
3,527.0,rdl_pop
4,512.0,rdl_pop
5,482.0,rdl_pop
6,469.0,rdl_pop
7,473.0,rdl_pop
8,489.0,rdl_pop
9,486.0,rdl_pop
10,486.0,rdl_pop
11,499.0,rdl_pop
12,506.0,rdl_pop
13,519.0,rdl_pop
14,532.0,rdl_pop
15,534.0,rdl_pop
0,541.0,rdl_pop
1,521.0,rdl_pop
2,519.0,rdl_pop
3,528.0,rdl_pop
4,530.0,rdl_pop
5,526.0,rdl_pop
6,515.0,rdl_pop
7,501.0,rdl_pop
8,507.0,rdl_pop
9,504.0,rdl_pop
10,501.0,rdl_pop
11,510.0,rdl_pop
12,521.0,rdl_pop
13,539.0,rdl_pop
14,540.0,rdl_pop
15,529.0,rdl_pop
0,517.0,rdl_pop
1,519.0,rdl_pop
2,531.0,rdl_pop
3,554.0,rdl_pop
4,537.0,rdl_pop
5,524.0,rdl_pop
6,527.0,rdl_pop
7,543.0,rdl_pop
8,545.0,rdl_pop
9,521.0,rdl_pop
10,515.0,rdl_pop
11,505.0,rdl_pop
