nSeq,A1,Activity
2,512.0,elevacion_sin_musica
3,529.0,elevacion_sin_musica
4,556.0,elevacion_sin_musica
5,579.0,elevacion_sin_musica
6,600.0,elevacion_sin_musica
7,573.0,elevacion_sin_musica
8,507.0,elevacion_sin_musica
9,468.0,elevacion_sin_musica
10,460.0,elevacion_sin_musica
11,520.0,elevacion_sin_musica
12,580.0,elevacion_sin_musica
13,528.0,elevacion_sin_musica
14,497.0,elevacion_sin_musica
15,479.0,elevacion_sin_musica
0,438.0,elevacion_sin_musica
1,415.0,elevacion_sin_musica
2,490.0,elevacion_sin_musica
3,580.0,elevacion_sin_musica
4,619.0,elevacion_sin_musica
5,617.0,elevacion_sin_musica
6,610.0,elevacion_sin_musica
7,567.0,elevacion_sin_musica
8,500.0,elevacion_sin_musica
9,470.0,elevacion_sin_musica
10,432.0,elevacion_sin_musica
11,455.0,elevacion_sin_musica
12,467.0,elevacion_sin_musica
13,432.0,elevacion_sin_musica
14,423.0,elevacion_sin_musica
15,447.0,elevacion_sin_musica
0,499.0,elevacion_sin_musica
1,551.0,elevacion_sin_musica
2,604.0,elevacion_sin_musica
3,618.0,elevacion_sin_musica
4,568.0,elevacion_sin_musica
5,528.0,elevacion_sin_musica
6,508.0,elevacion_sin_musica
7,489.0,elevacion_sin_musica
8,462.0,elevacion_sin_musica
9,460.0,elevacion_sin_musica
10,479.0,elevacion_sin_musica
11,512.0,elevacion_sin_musica
12,535.0,elevacion_sin_musica
13,532.0,elevacion_sin_musica
14,520.0,elevacion_sin_musica
15,531.0,elevacion_sin_musica
0,519.0,elevacion_sin_musica
1,508.0,elevacion_sin_musica
2,497.0,elevacion_sin_musica
3,537.0,elevacion_sin_musica
4,548.0,elevacion_sin_musica
5,527.0,elevacion_sin_musica
6,499.0,elevacion_sin_musica
7,508.0,elevacion_sin_musica
8,510.0,elevacion_sin_musica
9,513.0,elevacion_sin_musica
10,473.0,elevacion_sin_musica
11,415.0,elevacion_sin_musica
12,460.0,elevacion_sin_musica
13,534.0,elevacion_sin_musica
14,568.0,elevacion_sin_musica
15,568.0,elevacion_sin_musica
0,562.0,elevacion_sin_musica
1,547.0,elevacion_sin_musica
2,534.0,elevacion_sin_musica
3,549.0,elevacion_sin_musica
4,530.0,elevacion_sin_musica
5,459.0,elevacion_sin_musica
6,460.0,elevacion_sin_musica
7,555.0,elevacion_sin_musica
8,578.0,elevacion_sin_musica
9,531.0,elevacion_sin_musica
10,508.0,elevacion_sin_musica
11,467.0,elevacion_sin_musica
12,459.0,elevacion_sin_musica
13,454.0,elevacion_sin_musica
14,497.0,elevacion_sin_musica
15,555.0,elevacion_sin_musica
0,545.0,elevacion_sin_musica
1,481.0,elevacion_sin_musica
2,476.0,elevacion_sin_musica
3,499.0,elevacion_sin_musica
4,542.0,elevacion_sin_musica
5,517.0,elevacion_sin_musica
6,488.0,elevacion_sin_musica
7,497.0,elevacion_sin_musica
8,527.0,elevacion_sin_musica
9,535.0,elevacion_sin_musica
10,502.0,elevacion_sin_musica
11,567.0,elevacion_sin_musica
12,585.0,elevacion_sin_musica
13,604.0,elevacion_sin_musica
14,588.0,elevacion_sin_musica
15,540.0,elevacion_sin_musica
0,508.0,elevacion_sin_musica
1,492.0,elevacion_sin_musica
2,502.0,elevacion_sin_musica
3,511.0,elevacion_sin_musica
4,501.0,elevacion_sin_musica
5,482.0,elevacion_sin_musica
6,519.0,elevacion_sin_musica
7,530.0,elevacion_sin_musica
8,516.0,elevacion_sin_musica
9,476.0,elevacion_sin_musica
10,475.0,elevacion_sin_musica
11,496.0,elevacion_sin_musica
12,519.0,elevacion_sin_musica
13,542.0,elevacion_sin_musica
14,521.0,elevacion_sin_musica
15,476.0,elevacion_sin_musica
0,464.0,elevacion_sin_musica
1,470.0,elevacion_sin_musica
2,493.0,elevacion_sin_musica
3,521.0,elevacion_sin_musica
4,505.0,elevacion_sin_musica
5,495.0,elevacion_sin_musica
6,492.0,elevacion_sin_musica
7,500.0,elevacion_sin_musica
8,508.0,elevacion_sin_musica
9,471.0,elevacion_sin_musica
10,485.0,elevacion_sin_musica
11,509.0,elevacion_sin_musica
12,497.0,elevacion_sin_musica
13,464.0,elevacion_sin_musica
14,468.0,elevacion_sin_musica
15,480.0,elevacion_sin_musica
0,522.0,elevacion_sin_musica
1,557.0,elevacion_sin_musica
2,575.0,elevacion_sin_musica
3,576.0,elevacion_sin_musica
4,521.0,elevacion_sin_musica
5,495.0,elevacion_sin_musica
6,496.0,elevacion_sin_musica
7,515.0,elevacion_sin_musica
8,519.0,elevacion_sin_musica
9,520.0,elevacion_sin_musica
10,524.0,elevacion_sin_musica
11,537.0,elevacion_sin_musica
12,544.0,elevacion_sin_musica
13,549.0,elevacion_sin_musica
14,546.0,elevacion_sin_musica
15,534.0,elevacion_sin_musica
0,527.0,elevacion_sin_musica
1,501.0,elevacion_sin_musica
2,486.0,elevacion_sin_musica
3,471.0,elevacion_sin_musica
4,475.0,elevacion_sin_musica
5,519.0,elevacion_sin_musica
6,492.0,elevacion_sin_musica
7,457.0,elevacion_sin_musica
8,498.0,elevacion_sin_musica
9,568.0,elevacion_sin_musica
10,582.0,elevacion_sin_musica
11,551.0,elevacion_sin_musica
12,535.0,elevacion_sin_musica
13,547.0,elevacion_sin_musica
14,545.0,elevacion_sin_musica
15,508.0,elevacion_sin_musica
0,493.0,elevacion_sin_musica
1,501.0,elevacion_sin_musica
2,484.0,elevacion_sin_musica
3,460.0,elevacion_sin_musica
4,440.0,elevacion_sin_musica
5,458.0,elevacion_sin_musica
6,535.0,elevacion_sin_musica
7,600.0,elevacion_sin_musica
8,585.0,elevacion_sin_musica
9,527.0,elevacion_sin_musica
10,451.0,elevacion_sin_musica
11,502.0,elevacion_sin_musica
12,574.0,elevacion_sin_musica
13,567.0,elevacion_sin_musica
14,544.0,elevacion_sin_musica
15,520.0,elevacion_sin_musica
0,504.0,elevacion_sin_musica
1,510.0,elevacion_sin_musica
2,508.0,elevacion_sin_musica
3,477.0,elevacion_sin_musica
4,528.0,elevacion_sin_musica
5,572.0,elevacion_sin_musica
6,587.0,elevacion_sin_musica
7,569.0,elevacion_sin_musica
8,519.0,elevacion_sin_musica
9,438.0,elevacion_sin_musica
10,443.0,elevacion_sin_musica
11,488.0,elevacion_sin_musica
12,531.0,elevacion_sin_musica
13,562.0,elevacion_sin_musica
14,560.0,elevacion_sin_musica
15,543.0,elevacion_sin_musica
0,511.0,elevacion_sin_musica
1,521.0,elevacion_sin_musica
2,540.0,elevacion_sin_musica
3,533.0,elevacion_sin_musica
4,492.0,elevacion_sin_musica
5,430.0,elevacion_sin_musica
6,391.0,elevacion_sin_musica
7,391.0,elevacion_sin_musica
8,461.0,elevacion_sin_musica
9,532.0,elevacion_sin_musica
10,558.0,elevacion_sin_musica
11,575.0,elevacion_sin_musica
12,592.0,elevacion_sin_musica
13,608.0,elevacion_sin_musica
14,565.0,elevacion_sin_musica
15,484.0,elevacion_sin_musica
0,450.0,elevacion_sin_musica
1,446.0,elevacion_sin_musica
2,475.0,elevacion_sin_musica
3,486.0,elevacion_sin_musica
4,504.0,elevacion_sin_musica
5,506.0,elevacion_sin_musica
6,496.0,elevacion_sin_musica
7,509.0,elevacion_sin_musica
8,539.0,elevacion_sin_musica
9,532.0,elevacion_sin_musica
10,505.0,elevacion_sin_musica
11,497.0,elevacion_sin_musica
12,506.0,elevacion_sin_musica
13,543.0,elevacion_sin_musica
14,563.0,elevacion_sin_musica
15,572.0,elevacion_sin_musica
0,563.0,elevacion_sin_musica
1,560.0,elevacion_sin_musica
2,532.0,elevacion_sin_musica
3,505.0,elevacion_sin_musica
4,496.0,elevacion_sin_musica
5,520.0,elevacion_sin_musica
6,538.0,elevacion_sin_musica
7,570.0,elevacion_sin_musica
8,542.0,elevacion_sin_musica
9,449.0,elevacion_sin_musica
10,396.0,elevacion_sin_musica
11,433.0,elevacion_sin_musica
12,525.0,elevacion_sin_musica
13,572.0,elevacion_sin_musica
14,570.0,elevacion_sin_musica
15,538.0,elevacion_sin_musica
0,512.0,elevacion_sin_musica
1,505.0,elevacion_sin_musica
2,531.0,elevacion_sin_musica
3,556.0,elevacion_sin_musica
4,537.0,elevacion_sin_musica
5,487.0,elevacion_sin_musica
6,426.0,elevacion_sin_musica
7,402.0,elevacion_sin_musica
8,503.0,elevacion_sin_musica
9,553.0,elevacion_sin_musica
10,551.0,elevacion_sin_musica
11,543.0,elevacion_sin_musica
12,501.0,elevacion_sin_musica
13,489.0,elevacion_sin_musica
14,473.0,elevacion_sin_musica
15,483.0,elevacion_sin_musica
0,524.0,elevacion_sin_musica
1,512.0,elevacion_sin_musica
2,486.0,elevacion_sin_musica
3,485.0,elevacion_sin_musica
4,523.0,elevacion_sin_musica
5,561.0,elevacion_sin_musica
6,570.0,elevacion_sin_musica
7,567.0,elevacion_sin_musica
8,492.0,elevacion_sin_musica
9,455.0,elevacion_sin_musica
10,492.0,elevacion_sin_musica
11,551.0,elevacion_sin_musica
12,549.0,elevacion_sin_musica
13,556.0,elevacion_sin_musica
14,569.0,elevacion_sin_musica
15,564.0,elevacion_sin_musica
0,540.0,elevacion_sin_musica
1,492.0,elevacion_sin_musica
2,486.0,elevacion_sin_musica
3,471.0,elevacion_sin_musica
4,475.0,elevacion_sin_musica
5,526.0,elevacion_sin_musica
6,558.0,elevacion_sin_musica
7,583.0,elevacion_sin_musica
8,611.0,elevacion_sin_musica
9,534.0,elevacion_sin_musica
10,459.0,elevacion_sin_musica
11,371.0,elevacion_sin_musica
12,436.0,elevacion_sin_musica
13,463.0,elevacion_sin_musica
14,454.0,elevacion_sin_musica
15,476.0,elevacion_sin_musica
0,472.0,elevacion_sin_musica
1,511.0,elevacion_sin_musica
2,511.0,elevacion_sin_musica
3,503.0,elevacion_sin_musica
4,518.0,elevacion_sin_musica
5,533.0,elevacion_sin_musica
6,519.0,elevacion_sin_musica
7,518.0,elevacion_sin_musica
8,549.0,elevacion_sin_musica
9,521.0,elevacion_sin_musica
10,519.0,elevacion_sin_musica
11,531.0,elevacion_sin_musica
12,547.0,elevacion_sin_musica
13,524.0,elevacion_sin_musica
14,492.0,elevacion_sin_musica
15,470.0,elevacion_sin_musica
0,462.0,elevacion_sin_musica
1,468.0,elevacion_sin_musica
2,519.0,elevacion_sin_musica
3,575.0,elevacion_sin_musica
4,608.0,elevacion_sin_musica
5,597.0,elevacion_sin_musica
6,541.0,elevacion_sin_musica
7,471.0,elevacion_sin_musica
8,472.0,elevacion_sin_musica
9,493.0,elevacion_sin_musica
10,476.0,elevacion_sin_musica
11,470.0,elevacion_sin_musica
12,548.0,elevacion_sin_musica
13,592.0,elevacion_sin_musica
14,565.0,elevacion_sin_musica
15,533.0,elevacion_sin_musica
0,508.0,elevacion_sin_musica
1,496.0,elevacion_sin_musica
2,478.0,elevacion_sin_musica
3,501.0,elevacion_sin_musica
4,513.0,elevacion_sin_musica
5,535.0,elevacion_sin_musica
6,524.0,elevacion_sin_musica
7,500.0,elevacion_sin_musica
8,486.0,elevacion_sin_musica
9,492.0,elevacion_sin_musica
10,519.0,elevacion_sin_musica
11,537.0,elevacion_sin_musica
12,535.0,elevacion_sin_musica
13,534.0,elevacion_sin_musica
14,568.0,elevacion_sin_musica
15,552.0,elevacion_sin_musica
0,521.0,elevacion_sin_musica
1,474.0,elevacion_sin_musica
2,483.0,elevacion_sin_musica
3,492.0,elevacion_sin_musica
4,518.0,elevacion_sin_musica
5,529.0,elevacion_sin_musica
6,467.0,elevacion_sin_musica
7,430.0,elevacion_sin_musica
8,448.0,elevacion_sin_musica
9,469.0,elevacion_sin_musica
10,528.0,elevacion_sin_musica
11,547.0,elevacion_sin_musica
12,570.0,elevacion_sin_musica
13,556.0,elevacion_sin_musica
14,538.0,elevacion_sin_musica
15,543.0,elevacion_sin_musica
0,564.0,elevacion_sin_musica
1,556.0,elevacion_sin_musica
2,544.0,elevacion_sin_musica
3,543.0,elevacion_sin_musica
4,536.0,elevacion_sin_musica
5,508.0,elevacion_sin_musica
6,498.0,elevacion_sin_musica
7,506.0,elevacion_sin_musica
8,531.0,elevacion_sin_musica
9,539.0,elevacion_sin_musica
10,540.0,elevacion_sin_musica
11,513.0,elevacion_sin_musica
12,489.0,elevacion_sin_musica
13,475.0,elevacion_sin_musica
14,489.0,elevacion_sin_musica
15,550.0,elevacion_sin_musica
0,595.0,elevacion_sin_musica
1,545.0,elevacion_sin_musica
2,513.0,elevacion_sin_musica
3,526.0,elevacion_sin_musica
4,519.0,elevacion_sin_musica
5,474.0,elevacion_sin_musica
6,456.0,elevacion_sin_musica
7,449.0,elevacion_sin_musica
8,486.0,elevacion_sin_musica
9,520.0,elevacion_sin_musica
10,510.0,elevacion_sin_musica
11,539.0,elevacion_sin_musica
12,573.0,elevacion_sin_musica
13,551.0,elevacion_sin_musica
14,504.0,elevacion_sin_musica
15,438.0,elevacion_sin_musica
0,414.0,elevacion_sin_musica
1,426.0,elevacion_sin_musica
2,453.0,elevacion_sin_musica
3,462.0,elevacion_sin_musica
4,473.0,elevacion_sin_musica
5,479.0,elevacion_sin_musica
6,503.0,elevacion_sin_musica
7,491.0,elevacion_sin_musica
8,499.0,elevacion_sin_musica
9,538.0,elevacion_sin_musica
10,572.0,elevacion_sin_musica
11,567.0,elevacion_sin_musica
12,546.0,elevacion_sin_musica
13,502.0,elevacion_sin_musica
14,495.0,elevacion_sin_musica
15,529.0,elevacion_sin_musica
0,526.0,elevacion_sin_musica
1,537.0,elevacion_sin_musica
2,549.0,elevacion_sin_musica
3,539.0,elevacion_sin_musica
4,561.0,elevacion_sin_musica
5,598.0,elevacion_sin_musica
6,611.0,elevacion_sin_musica
7,595.0,elevacion_sin_musica
8,545.0,elevacion_sin_musica
9,499.0,elevacion_sin_musica
10,477.0,elevacion_sin_musica
11,478.0,elevacion_sin_musica
12,477.0,elevacion_sin_musica
13,495.0,elevacion_sin_musica
14,516.0,elevacion_sin_musica
15,519.0,elevacion_sin_musica
0,517.0,elevacion_sin_musica
1,527.0,elevacion_sin_musica
2,526.0,elevacion_sin_musica
3,491.0,elevacion_sin_musica
4,486.0,elevacion_sin_musica
5,473.0,elevacion_sin_musica
6,462.0,elevacion_sin_musica
7,475.0,elevacion_sin_musica
8,475.0,elevacion_sin_musica
9,524.0,elevacion_sin_musica
10,567.0,elevacion_sin_musica
11,598.0,elevacion_sin_musica
12,528.0,elevacion_sin_musica
13,452.0,elevacion_sin_musica
14,472.0,elevacion_sin_musica
15,498.0,elevacion_sin_musica
0,512.0,elevacion_sin_musica
1,509.0,elevacion_sin_musica
2,487.0,elevacion_sin_musica
3,477.0,elevacion_sin_musica
4,499.0,elevacion_sin_musica
5,501.0,elevacion_sin_musica
6,476.0,elevacion_sin_musica
7,465.0,elevacion_sin_musica
8,480.0,elevacion_sin_musica
9,500.0,elevacion_sin_musica
10,471.0,elevacion_sin_musica
11,504.0,elevacion_sin_musica
12,577.0,elevacion_sin_musica
13,615.0,elevacion_sin_musica
14,625.0,elevacion_sin_musica
15,588.0,elevacion_sin_musica
0,559.0,elevacion_sin_musica
1,510.0,elevacion_sin_musica
2,483.0,elevacion_sin_musica
3,503.0,elevacion_sin_musica
4,509.0,elevacion_sin_musica
5,496.0,elevacion_sin_musica
6,492.0,elevacion_sin_musica
7,479.0,elevacion_sin_musica
8,490.0,elevacion_sin_musica
9,501.0,elevacion_sin_musica
10,539.0,elevacion_sin_musica
11,572.0,elevacion_sin_musica
12,539.0,elevacion_sin_musica
13,520.0,elevacion_sin_musica
14,531.0,elevacion_sin_musica
15,510.0,elevacion_sin_musica
0,487.0,elevacion_sin_musica
1,482.0,elevacion_sin_musica
2,448.0,elevacion_sin_musica
3,461.0,elevacion_sin_musica
4,496.0,elevacion_sin_musica
5,534.0,elevacion_sin_musica
6,574.0,elevacion_sin_musica
7,532.0,elevacion_sin_musica
8,496.0,elevacion_sin_musica
9,483.0,elevacion_sin_musica
10,497.0,elevacion_sin_musica
11,496.0,elevacion_sin_musica
12,529.0,elevacion_sin_musica
13,549.0,elevacion_sin_musica
14,536.0,elevacion_sin_musica
15,516.0,elevacion_sin_musica
0,508.0,elevacion_sin_musica
1,506.0,elevacion_sin_musica
2,511.0,elevacion_sin_musica
3,516.0,elevacion_sin_musica
4,499.0,elevacion_sin_musica
5,526.0,elevacion_sin_musica
6,607.0,elevacion_sin_musica
7,610.0,elevacion_sin_musica
8,531.0,elevacion_sin_musica
9,518.0,elevacion_sin_musica
10,499.0,elevacion_sin_musica
11,473.0,elevacion_sin_musica
12,505.0,elevacion_sin_musica
13,511.0,elevacion_sin_musica
14,505.0,elevacion_sin_musica
15,498.0,elevacion_sin_musica
0,467.0,elevacion_sin_musica
1,484.0,elevacion_sin_musica
2,532.0,elevacion_sin_musica
3,552.0,elevacion_sin_musica
4,536.0,elevacion_sin_musica
5,500.0,elevacion_sin_musica
6,446.0,elevacion_sin_musica
7,411.0,elevacion_sin_musica
8,480.0,elevacion_sin_musica
9,528.0,elevacion_sin_musica
10,512.0,elevacion_sin_musica
11,510.0,elevacion_sin_musica
12,529.0,elevacion_sin_musica
13,475.0,elevacion_sin_musica
14,504.0,elevacion_sin_musica
15,550.0,elevacion_sin_musica
0,555.0,elevacion_sin_musica
1,549.0,elevacion_sin_musica
2,549.0,elevacion_sin_musica
3,569.0,elevacion_sin_musica
4,540.0,elevacion_sin_musica
5,490.0,elevacion_sin_musica
6,472.0,elevacion_sin_musica
7,451.0,elevacion_sin_musica
8,467.0,elevacion_sin_musica
9,496.0,elevacion_sin_musica
10,490.0,elevacion_sin_musica
11,490.0,elevacion_sin_musica
12,505.0,elevacion_sin_musica
13,513.0,elevacion_sin_musica
14,560.0,elevacion_sin_musica
15,550.0,elevacion_sin_musica
0,542.0,elevacion_sin_musica
1,535.0,elevacion_sin_musica
2,558.0,elevacion_sin_musica
3,562.0,elevacion_sin_musica
4,563.0,elevacion_sin_musica
5,527.0,elevacion_sin_musica
6,510.0,elevacion_sin_musica
7,471.0,elevacion_sin_musica
8,462.0,elevacion_sin_musica
9,502.0,elevacion_sin_musica
10,526.0,elevacion_sin_musica
11,511.0,elevacion_sin_musica
12,512.0,elevacion_sin_musica
13,515.0,elevacion_sin_musica
14,529.0,elevacion_sin_musica
15,540.0,elevacion_sin_musica
0,538.0,elevacion_sin_musica
1,496.0,elevacion_sin_musica
2,460.0,elevacion_sin_musica
3,469.0,elevacion_sin_musica
4,467.0,elevacion_sin_musica
5,434.0,elevacion_sin_musica
6,470.0,elevacion_sin_musica
7,539.0,elevacion_sin_musica
8,588.0,elevacion_sin_musica
9,610.0,elevacion_sin_musica
10,513.0,elevacion_sin_musica
11,458.0,elevacion_sin_musica
12,435.0,elevacion_sin_musica
13,426.0,elevacion_sin_musica
14,446.0,elevacion_sin_musica
15,474.0,elevacion_sin_musica
0,524.0,elevacion_sin_musica
1,577.0,elevacion_sin_musica
2,579.0,elevacion_sin_musica
3,547.0,elevacion_sin_musica
4,557.0,elevacion_sin_musica
5,574.0,elevacion_sin_musica
6,561.0,elevacion_sin_musica
7,528.0,elevacion_sin_musica
8,508.0,elevacion_sin_musica
9,474.0,elevacion_sin_musica
10,480.0,elevacion_sin_musica
11,504.0,elevacion_sin_musica
12,500.0,elevacion_sin_musica
13,493.0,elevacion_sin_musica
14,505.0,elevacion_sin_musica
15,500.0,elevacion_sin_musica
0,529.0,elevacion_sin_musica
1,539.0,elevacion_sin_musica
2,525.0,elevacion_sin_musica
3,503.0,elevacion_sin_musica
4,521.0,elevacion_sin_musica
5,509.0,elevacion_sin_musica
6,487.0,elevacion_sin_musica
7,525.0,elevacion_sin_musica
8,546.0,elevacion_sin_musica
9,505.0,elevacion_sin_musica
10,487.0,elevacion_sin_musica
11,480.0,elevacion_sin_musica
12,501.0,elevacion_sin_musica
13,535.0,elevacion_sin_musica
14,542.0,elevacion_sin_musica
15,563.0,elevacion_sin_musica
0,524.0,elevacion_sin_musica
1,503.0,elevacion_sin_musica
2,472.0,elevacion_sin_musica
3,473.0,elevacion_sin_musica
4,560.0,elevacion_sin_musica
5,613.0,elevacion_sin_musica
6,614.0,elevacion_sin_musica
7,534.0,elevacion_sin_musica
8,415.0,elevacion_sin_musica
9,435.0,elevacion_sin_musica
10,472.0,elevacion_sin_musica
11,489.0,elevacion_sin_musica
12,509.0,elevacion_sin_musica
13,499.0,elevacion_sin_musica
14,478.0,elevacion_sin_musica
15,449.0,elevacion_sin_musica
0,491.0,elevacion_sin_musica
1,498.0,elevacion_sin_musica
2,523.0,elevacion_sin_musica
3,522.0,elevacion_sin_musica
4,510.0,elevacion_sin_musica
5,548.0,elevacion_sin_musica
6,542.0,elevacion_sin_musica
7,586.0,elevacion_sin_musica
8,597.0,elevacion_sin_musica
9,548.0,elevacion_sin_musica
10,556.0,elevacion_sin_musica
11,556.0,elevacion_sin_musica
12,559.0,elevacion_sin_musica
13,547.0,elevacion_sin_musica
14,529.0,elevacion_sin_musica
15,521.0,elevacion_sin_musica
0,494.0,elevacion_sin_musica
1,465.0,elevacion_sin_musica
2,445.0,elevacion_sin_musica
3,433.0,elevacion_sin_musica
4,421.0,elevacion_sin_musica
5,439.0,elevacion_sin_musica
6,491.0,elevacion_sin_musica
7,533.0,elevacion_sin_musica
8,543.0,elevacion_sin_musica
9,530.0,elevacion_sin_musica
10,529.0,elevacion_sin_musica
11,519.0,elevacion_sin_musica
12,484.0,elevacion_sin_musica
13,446.0,elevacion_sin_musica
14,417.0,elevacion_sin_musica
15,438.0,elevacion_sin_musica
0,454.0,elevacion_sin_musica
1,473.0,elevacion_sin_musica
2,545.0,elevacion_sin_musica
3,600.0,elevacion_sin_musica
4,584.0,elevacion_sin_musica
5,536.0,elevacion_sin_musica
6,529.0,elevacion_sin_musica
7,500.0,elevacion_sin_musica
8,566.0,elevacion_sin_musica
9,577.0,elevacion_sin_musica
10,529.0,elevacion_sin_musica
11,498.0,elevacion_sin_musica
12,490.0,elevacion_sin_musica
13,515.0,elevacion_sin_musica
14,531.0,elevacion_sin_musica
15,524.0,elevacion_sin_musica
0,522.0,elevacion_sin_musica
1,521.0,elevacion_sin_musica
2,512.0,elevacion_sin_musica
3,517.0,elevacion_sin_musica
4,508.0,elevacion_sin_musica
5,512.0,elevacion_sin_musica
6,520.0,elevacion_sin_musica
7,545.0,elevacion_sin_musica
8,541.0,elevacion_sin_musica
9,529.0,elevacion_sin_musica
10,539.0,elevacion_sin_musica
11,591.0,elevacion_sin_musica
12,600.0,elevacion_sin_musica
13,532.0,elevacion_sin_musica
14,505.0,elevacion_sin_musica
15,467.0,elevacion_sin_musica
0,475.0,elevacion_sin_musica
1,490.0,elevacion_sin_musica
2,496.0,elevacion_sin_musica
3,519.0,elevacion_sin_musica
4,532.0,elevacion_sin_musica
5,542.0,elevacion_sin_musica
6,544.0,elevacion_sin_musica
7,540.0,elevacion_sin_musica
8,521.0,elevacion_sin_musica
9,529.0,elevacion_sin_musica
10,531.0,elevacion_sin_musica
11,523.0,elevacion_sin_musica
12,548.0,elevacion_sin_musica
13,511.0,elevacion_sin_musica
14,440.0,elevacion_sin_musica
15,475.0,elevacion_sin_musica
0,480.0,elevacion_sin_musica
1,467.0,elevacion_sin_musica
2,477.0,elevacion_sin_musica
3,519.0,elevacion_sin_musica
4,495.0,elevacion_sin_musica
5,448.0,elevacion_sin_musica
6,453.0,elevacion_sin_musica
7,494.0,elevacion_sin_musica
8,569.0,elevacion_sin_musica
9,598.0,elevacion_sin_musica
10,558.0,elevacion_sin_musica
11,509.0,elevacion_sin_musica
12,538.0,elevacion_sin_musica
13,563.0,elevacion_sin_musica
14,545.0,elevacion_sin_musica
15,521.0,elevacion_sin_musica
0,508.0,elevacion_sin_musica
1,502.0,elevacion_sin_musica
2,502.0,elevacion_sin_musica
3,505.0,elevacion_sin_musica
4,520.0,elevacion_sin_musica
5,517.0,elevacion_sin_musica
6,504.0,elevacion_sin_musica
7,499.0,elevacion_sin_musica
8,478.0,elevacion_sin_musica
9,464.0,elevacion_sin_musica
10,484.0,elevacion_sin_musica
11,501.0,elevacion_sin_musica
12,511.0,elevacion_sin_musica
13,520.0,elevacion_sin_musica
14,536.0,elevacion_sin_musica
15,553.0,elevacion_sin_musica
0,574.0,elevacion_sin_musica
1,560.0,elevacion_sin_musica
2,499.0,elevacion_sin_musica
3,476.0,elevacion_sin_musica
4,479.0,elevacion_sin_musica
5,467.0,elevacion_sin_musica
6,450.0,elevacion_sin_musica
7,470.0,elevacion_sin_musica
8,464.0,elevacion_sin_musica
9,446.0,elevacion_sin_musica
10,454.0,elevacion_sin_musica
11,483.0,elevacion_sin_musica
12,518.0,elevacion_sin_musica
13,597.0,elevacion_sin_musica
14,602.0,elevacion_sin_musica
15,556.0,elevacion_sin_musica
0,526.0,elevacion_sin_musica
1,531.0,elevacion_sin_musica
2,510.0,elevacion_sin_musica
3,500.0,elevacion_sin_musica
4,523.0,elevacion_sin_musica
5,564.0,elevacion_sin_musica
6,566.0,elevacion_sin_musica
7,562.0,elevacion_sin_musica
8,556.0,elevacion_sin_musica
9,487.0,elevacion_sin_musica
10,455.0,elevacion_sin_musica
11,481.0,elevacion_sin_musica
12,483.0,elevacion_sin_musica
13,494.0,elevacion_sin_musica
14,501.0,elevacion_sin_musica
15,495.0,elevacion_sin_musica
0,531.0,elevacion_sin_musica
1,538.0,elevacion_sin_musica
2,501.0,elevacion_sin_musica
3,517.0,elevacion_sin_musica
4,534.0,elevacion_sin_musica
5,545.0,elevacion_sin_musica
6,569.0,elevacion_sin_musica
7,551.0,elevacion_sin_musica
8,527.0,elevacion_sin_musica
9,494.0,elevacion_sin_musica
10,407.0,elevacion_sin_musica
11,393.0,elevacion_sin_musica
12,420.0,elevacion_sin_musica
13,483.0,elevacion_sin_musica
14,542.0,elevacion_sin_musica
15,547.0,elevacion_sin_musica
0,535.0,elevacion_sin_musica
1,542.0,elevacion_sin_musica
2,554.0,elevacion_sin_musica
3,551.0,elevacion_sin_musica
4,525.0,elevacion_sin_musica
5,496.0,elevacion_sin_musica
6,521.0,elevacion_sin_musica
7,561.0,elevacion_sin_musica
8,574.0,elevacion_sin_musica
9,557.0,elevacion_sin_musica
10,528.0,elevacion_sin_musica
11,518.0,elevacion_sin_musica
12,518.0,elevacion_sin_musica
13,522.0,elevacion_sin_musica
14,507.0,elevacion_sin_musica
15,520.0,elevacion_sin_musica
0,546.0,elevacion_sin_musica
1,547.0,elevacion_sin_musica
2,519.0,elevacion_sin_musica
3,463.0,elevacion_sin_musica
4,456.0,elevacion_sin_musica
5,449.0,elevacion_sin_musica
6,445.0,elevacion_sin_musica
7,465.0,elevacion_sin_musica
8,533.0,elevacion_sin_musica
9,563.0,elevacion_sin_musica
10,566.0,elevacion_sin_musica
11,585.0,elevacion_sin_musica
12,605.0,elevacion_sin_musica
13,549.0,elevacion_sin_musica
14,518.0,elevacion_sin_musica
15,514.0,elevacion_sin_musica
0,451.0,elevacion_sin_musica
1,408.0,elevacion_sin_musica
2,403.0,elevacion_sin_musica
3,465.0,elevacion_sin_musica
4,523.0,elevacion_sin_musica
5,546.0,elevacion_sin_musica
6,519.0,elevacion_sin_musica
7,531.0,elevacion_sin_musica
8,549.0,elevacion_sin_musica
9,508.0,elevacion_sin_musica
10,470.0,elevacion_sin_musica
11,459.0,elevacion_sin_musica
12,455.0,elevacion_sin_musica
13,464.0,elevacion_sin_musica
14,461.0,elevacion_sin_musica
15,456.0,elevacion_sin_musica
0,494.0,elevacion_sin_musica
1,609.0,elevacion_sin_musica
2,638.0,elevacion_sin_musica
3,605.0,elevacion_sin_musica
4,558.0,elevacion_sin_musica
5,552.0,elevacion_sin_musica
6,516.0,elevacion_sin_musica
7,469.0,elevacion_sin_musica
